訂單編號,日期,星期,分店,時段,天氣,會員編號,品項,類別,數量,單價,金額
A22757,2026-08-15,星期六,中壢店,早上,晴,,紅茶,茶飲,1,50,50.0
A22397,2026-08-12,星期三,板橋店,晚上,陰,,拿鐵,咖啡,1,90,90.0
A22243,2026-08-10,星期一,信義店,晚上,晴,M0122,美式咖啡,咖啡,2,70,140.0
A21908,2026-08-06,星期四,中壢店,早上,陰,,拿鐵,咖啡,1,90,90.0
A22736,2026-08-15,星期六,中壢店,早上,晴,,可頌,烘焙,2,60,120.0
A21500,2026-08-01,星期六,信義店,下午,雨,M1980,美式咖啡,咖啡,1,70,70.0
A23350,2026/08/22,星期六,中壢店,早上,晴,,紅茶,茶飲,2,50,100.0
A23069,2026-08-19,星期三,中壢店,下午,晴,M1793,卡布奇諾,咖啡,1,95,95.0
A21484,2026-08-01,星期六,信義店,早上,雨,M1435,美式咖啡,咖啡,1,70,70.0
A23768,2026-08-29,星期六,信義店,晚上,陰,M0672,美式咖啡,咖啡,1,70,70.0
A22037,2026-08-08,星期六,信義店,早上,雨,M0034,拿鐵,咖啡,1,90,90.0
A21868,2026-08-06,星期四,板橋店,早上,陰,M1075,紅茶,茶飲,1,50,50.0
A22672,2026-08-15,星期六,信義店,晚上,晴,,美式咖啡,咖啡,2,70,140.0
A21889,2026-08-06,星期四,板橋店,早上,陰,,抹茶拿鐵,茶飲,2,100,200.0
A23865,2026/08/30,星期日,信義店,下午,晴,,拿鐵,咖啡,1,90,90.0
A22394,2026-08-12,星期三,板橋店,下午,陰,M1370,美式咖啡,咖啡,1,70,70.0
A21949,2026-08-07,星期五,信義店,下午,晴,M1646,卡布奇諾,咖啡,3,95,285.0
A22295,2026-08-10,星期一,中壢店,早上,晴,M0985,可頌,烘焙,1,60,60.0
A22916,2026-08-17,星期一,板橋店,晚上,晴,M0860,拿鐵,咖啡,2,90,180.0
A22426,2026-08-12,星期三,中壢店,下午,陰,M0949,抹茶拿鐵,茶飲,3,100,300.0
A23198,2026-08-21,星期五,板橋店,下午,陰,M1722,紅茶,茶飲,2,50,100.0
A22890,2026-08-17,星期一,信義店,早上,晴,,拿鐵,咖啡,1,90,90.0
A22310,2026-08-10,星期一,中壢店,早上,晴,M0565,肉桂捲,烘焙,2,85,170.0
A22971,2026-08-18,星期二,板橋店,晚上,陰,,抹茶拿鐵,茶飲,2,100,200.0
A22265,2026/08/10,星期一,信義店,下午,晴,M0312,拿鐵,咖啡,3,90,270.0
A22197,2026/08/09,星期日,板橋店,早上,晴,,卡布奇諾,咖啡,1,95,95.0
A23918,2026-08-30,星期日,板橋店,下午,晴,,卡布奇諾,咖啡,3,95,285.0
A22620,2026-08-14,星期五,中壢店,晚上,晴,M1900,卡布奇諾,咖啡,1,95,95.0
A23421,2026-08-24,星期一,信義店,早上,晴,,抹茶拿鐵,茶飲,3,100,300.0
A22469,2026-08-13,星期四,板橋店,早上,晴,M1566,拿鐵,咖啡,1,90,90.0
A23724,2026/08/28,星期五,板橋店,早上,晴,M0070,美式咖啡,咖啡,2,70,140.0
A23547,2026-08-26,星期三,板橋店,晚上,陰,M1580,紅茶,茶飲,2,50,100.0
A23554,2026-08-26,星期三,板橋店,早上,陰,M0932,拿鐵,咖啡,2,90,180.0
A23648,2026-08-27,星期四,中壢店,下午,晴,,拿鐵,咖啡,2,90,180.0
A23434,2026-08-24,星期一,信義店,下午,晴,M0025,拿鐵,咖啡,1,90,90.0
A23334,2026-08-22,星期六,中壢店,下午,晴,M1577,起司蛋糕,烘焙,2,120,240.0
A22576,2026/08/14,星期五,板橋店,早上,晴,M0219,美式咖啡,咖啡,1,70,70.0
A22841,2026-08-16,星期日,板橋店,早上,陰,M0631,美式咖啡,咖啡,2,70,140.0
A23486,2026-08-25,星期二,信義店,早上,雨,M1630,美式咖啡,咖啡,2,70,140.0
A23333,2026-08-22,星期六,中壢店,下午,晴,M0138,紅茶,茶飲,1,5000,5000.0
A23840,2026-08-29,星期六,中壢店,晚上,陰,M0516,可頌,烘焙,1,60,60.0
A22894,2026-08-17,星期一,信義店,下午,晴,,可頌,烘焙,2,60,120.0
A21482,2026-08-01,星期六,信義店,早上,雨,M0399,拿鐵,咖啡,1,90,90.0
A21958,2026-08-07,星期五,信義店,下午,晴,M0650,拿鐵,咖啡,1,90,90.0
A23566,2026/08/26,星期三,中壢店,早上,陰,M0347,抹茶拿鐵,茶飲,2,100,200.0
A21900,2026-08-06,星期四,中壢店,晚上,陰,,肉桂捲,烘焙,1,85,85.0
A23834,2026-08-29,星期六,中壢店,下午,陰,M1238,卡布奇諾,咖啡,1,95,95.0
A23353,2026-08-22,星期六,中壢店,早上,晴,M0988,美式咖啡,咖啡,3,70,210.0
A23321,2026-08-22,星期六,板橋店,早上,晴,M0765,起司蛋糕,烘焙,3,120,360.0
A22901,2026-08-17,星期一,板橋店,早上,晴,M0088,肉桂捲,烘焙,1,85,85.0
A23168,20260821,星期五,信義店,早上,陰,M0843,拿鐵,咖啡,1,90,90.0
A21867,2026-08-06,星期四,板橋店,下午,陰,M1942,抹茶拿鐵,茶飲,1,100,100.0
A22544,2026-08-14,星期五,信義店,下午,晴,M0239,抹茶拿鐵,茶飲,3,100,300.0
A22388,2026-08-12,星期三,信義店,早上,陰,,拿鐵,咖啡,3,90,270.0
A23978,2026-08-31,星期一,信義店,晚上,晴,M0587,美式咖啡,咖啡,1,70,70.0
A22609,2026-08-14,星期五,中壢,早上,晴,,紅茶,茶飲,2,50,100.0
A21821,2026-08-05,星期三,中壢店,下午,雨,M1591,起司蛋糕,烘焙,1,120,120.0
A23614,2026-08-27,星期四,信義店,下午,晴,,拿鐵,咖啡,2,90,180.0
A24028,2026-08-31,星期一,中壢店,早上,晴,,紅茶,茶飲,2,50,100.0
A23548,2026/08/26,星期三,板橋店,下午,陰,M0743,拿鐵,咖啡,1,90,90.0
A22678,2026-08-15,星期六,信義店,下午,晴,M0335,起司蛋糕,烘焙,1,120,120.0
A22866,2026-08-16,星期日,中壢店,下午,陰,,紅茶,茶飲,1,50,50.0
A23453,2026-08-24,星期一,板橋店,晚上,晴,M1431,肉桂捲,烘焙,1,85,
A22341,2026-08-11,星期二,板橋店,早上,雨,M0873,起司蛋糕,烘焙,1,120,120.0
A22368,2026-08-12,星期三,信義店 ,早上,陰,,卡布奇諾,咖啡,2,95,190.0
A23206,20260821,星期五,板橋店,下午,陰,,拿鐵,咖啡,1,90,90.0
A24017,2026-08-31,星期一,板橋店,下午,晴,M0853,可頌,烘焙,1,60,60.0
A22064,2026-08-08,星期六,板橋店,早上,雨,,美式咖啡,咖啡,1,70,70.0
A23965,2026-08-30,星期日,中壢店,下午,晴,,拿鐵,咖啡,3,90,270.0
A22775,2026-08-16,星期日,信義店,下午,陰,M0106,拿鐵,咖啡,2,90,180.0
A23998,2026-08-31,星期一,信義店,下午,晴,M1156,卡布奇諾,咖啡,1,95,95.0
A22237,2026-08-09,星期日,中壢店,晚上,晴,,抹茶拿鐵,茶飲,9,100,900.0
A23759,2026-08-29,星期六,信義店,下午,陰,M0368,卡布奇諾,咖啡,1,95,
A23857,2026-08-30,星期日,信義店,早上,晴,,美式咖啡,咖啡,1,70,70.0
A21569,2026-08-02,星期日,信義店,下午,陰,,美式咖啡,咖啡,1,70,70.0
A21788,2026-08-05,星期三,信義店,早上,雨,M0426,紅茶,茶飲,1,50,50.0
A22205,2026/08/09,星期日,中壢店,下午,晴,M1422,肉桂捲,烘焙,1,85,85.0
A23255,2026-08-22,星期六,信義,晚上,晴,,卡布奇諾,咖啡,3,95,285.0
A23438,2026/08/24,星期一,信義店,下午,晴,M0937,肉桂捲,烘焙,2,85,170.0
A22175,2026-08-09,星期日,板橋店,早上,晴,M0119,抹茶拿鐵,茶飲,3,100,300.0
A22539,2026-08-14,星期五,信義店,下午,晴,M1757,卡布奇諾,咖啡,2,95,190.0
A21686,2026-08-03,星期一,板橋店,下午,晴,M0403,美式咖啡,咖啡,1,70,70.0
A22455,2026-08-13,星期四,信義店,下午,晴,,拿鐵,咖啡,1,90,90.0
A21552,2026-08-01,星期六,中壢店,早上,雨,M1105,卡布奇諾,咖啡,2,95,190.0
A22260,2026-08-10,星期一,信義店,下午,晴,,肉桂捲,烘焙,1,85,85.0
A23133,2026-08-20,星期四,中壢店,下午,晴,M1596,美式咖啡,咖啡,1,70,70.0
A23408,2026-08-23,星期日,中壢店,下午,雨,M0307,拿鐵,咖啡,1,90,90.0
A22420,2026-08-12,星期三,中壢店,早上,陰,,紅茶,茶飲,2,50,
A21490,20260801,星期六,信義店,下午,雨,,拿鐵,咖啡,3,90,270.0
A22082,2026/08/08,星期六,中壢店,早上,雨,,拿鐵,咖啡,1,90,90.0
A22189,2026-08-09,星期日,板橋店,晚上,晴,,抹茶拿鐵,茶飲,2,100,200.0
A23014,2026-08-19,星期三,信義店,下午,晴,M1069,美式咖啡,咖啡,3,70,210.0
A23572,2026/08/26,星期三,中壢店,晚上,陰,,卡布奇諾,咖啡,2,95,190.0
A22063,2026-08-08,星期六,板橋店,下午,雨,M1925,肉桂捲,烘焙,3,85,255.0
A22943,2026-08-18,星期二,信義店,下午,陰,M1079,拿鐵,咖啡,2,90,180.0
A23280,2026/08/22,星期六,信義店,早上,晴,M0383,美式咖啡,咖啡,3,70,210.0
A22536,2026-08-14,星期五,信義店,下午,晴,M1746,抹茶拿鐵,茶飲,1,100,100.0
A23929,2026-08-30,星期日,中壢店　,下午,晴,M1629,紅茶,茶飲,1,50,50.0
A23306,2026-08-22,星期六,板橋店,下午,晴,,拿鐵,咖啡,1,90,90.0
A22950,2026-08-18,星期二,信義店,早上,陰,,美式咖啡,咖啡,1,70,70.0
A22482,2026-08-13,星期四,板橋店,早上,晴,M1111,起司蛋糕,烘焙,1,120,120.0
A23455,2026-08-24,星期一,中壢店,早上,晴,,可頌,烘焙,8,60,480.0
A22893,2026-08-17,星期一,信義店,早上,晴,M0039,卡布奇諾,咖啡,2,95,190.0
A22122,2026-08-09,星期日,信義店,早上,晴,M0156,拿鐵,咖啡,3,90,270.0
A23279,2026-08-22,星期六,信義店,下午,晴,M1336,可頌,烘焙,2,60,120.0
A21887,2026-08-06,星期四,板橋店,下午,陰,M0731,美式咖啡,咖啡,1,70,70.0
A21548,2026-08-01,星期六,中壢店,早上,雨,,起司蛋糕,烘焙,2,120,240.0
A23771,2026/08/29,星期六,信義店,早上,陰,M0307,紅茶,茶飲,2,50,100.0
A22424,2026-08-12,星期三,中壢店,下午,陰,M1562,美式咖啡,咖啡,1,70,70.0
A23640,2026-08-27,星期四,中壢店　,下午,晴,M1890,可頌,烘焙,3,60,180.0
A23738,2026-08-28,星期五,中壢店,晚上,晴,M1510,拿鐵,咖啡,1,90,90.0
A22234,2026-08-09,星期日,中壢店,早上,晴,,拿鐵,咖啡,1,90,90.0
A22829,2026-08-16,星期日,板橋店,早上,陰,M1605,美式咖啡,咖啡,3,70,210.0
A21940,2026-08-07,星期五,信義店,下午,晴,M1175,可頌,烘焙,1,60,60.0
A22248,2026-08-10,星期一,信義店,下午,晴,,起司蛋糕,烘焙,2,120,240.0
A22720,2026-08-15,星期六,板橋店,下午,晴,M1853,抹茶拿鐵,茶飲,3,100,300.0
A23359,2026/08/23,星期日,信義店,晚上,雨,M0409,拿鐵,咖啡,1,90,90.0
A23569,2026-08-26,星期三,中壢店,早上,陰,M1667,紅茶,茶飲,1,50,50.0
A22179,2026-08-09,星期日,板橋店,早上,晴,M1982,可頌,烘焙,1,60,60.0
A22822,2026-08-16,星期日,板橋店,早上,陰,,卡布奇諾,咖啡,3,95,
A23215,2026-08-21,星期五,板橋店,早上,陰,M0141,抹茶拿鐵,茶飲,3,100,300.0
A22256,2026/08/10,星期一,信義店,下午,晴,,起司蛋糕,烘焙,1,120,120.0
A22475,2026-08-13,星期四,板橋店,下午,晴,,卡布奇諾,咖啡,1,95,95.0
A22413,2026-08-12,星期三,板橋店,晚上,陰,M1979,美式咖啡,咖啡,2,70,140.0
A21707,20260803,星期一,中壢店,早上,晴,M0868,紅茶,茶飲,1,50,50.0
A23310,2026-08-22,星期六,板橋店,早上,晴,M1007,卡布奇諾,咖啡,2,95,190.0
A23846,2026-08-29,星期六,中壢店,下午,陰,,紅茶,茶飲,3,50,150.0
A22396,2026-08-12,星期三,板橋店,下午,陰,,卡布奇諾,咖啡,2,95,190.0
A22711,2026-08-15,星期六,板橋店,下午,晴,M1166,肉桂捲,烘焙,2,85,170.0
A22965,2026-08-18,星期二,板橋店,早上,陰,M1933,拿鐵,咖啡,2,90,180.0
A23492,2026-08-25,星期二,板橋店,早上,雨,,紅茶,茶飲,1,50,50.0
A22948,2026-08-18,星期二,信義店,下午,陰,,美式咖啡,咖啡,1,70,70.0
A22286,2026-08-10,星期一,板橋店,早上,晴,M1674,抹茶拿鐵,茶飲,1,100,100.0
A21660,2026-08-03,星期一,信義店,晚上,晴,M0486,拿鐵,咖啡,3,90,270.0
A23985,2026-08-31,星期一,信義店,早上,晴,M1373,可頌,烘焙,1,60,60.0
A23433,2026-08-24,星期一,信義店,晚上,晴,,抹茶拿鐵,茶飲,1,100,100.0
A23530,2026-08-26,星期三,信義店,早上,陰,,拿鐵,咖啡,1,90,90.0
A23988,2026-08-31,星期一,信義店,晚上,晴,M0114,拿鐵,咖啡,2,90,180.0
A22972,2026-08-18,星期二,板橋店,下午,陰,M1045,肉桂捲,烘焙,3,85,255.0
A23556,2026-08-26,星期三,板橋店,早上,陰,M1899,美式咖啡,咖啡,1,70,70.0
A22629,2026-08-15,星期六,信義店,下午,晴,M1849,可頌,烘焙,3,60,180.0
A23393,2026-08-23,星期日,板橋店,晚上,雨,,起司蛋糕,烘焙,3,120,360.0
A23646,2026-08-27,星期四,中壢店,早上,晴,M0126,拿鐵,咖啡,2,90,180.0
A23833,2026-08-29,星期六,中壢店,晚上,陰,M0501,可頌,烘焙,1,60,60.0
A22633,2026/08/15,星期六,信義店,下午,晴,,起司蛋糕,烘焙,5,120,600.0
A22659,2026-08-15,星期六,信義,早上,晴,M0483,可頌,烘焙,1,60,60.0
A21966,2026-08-07,星期五,信義店,早上,晴,,卡布奇諾,咖啡,1,95,
A22716,2026/08/15,星期六,板橋店,晚上,晴,,美式咖啡,咖啡,1,70,70.0
A22934,2026-08-17,星期一,中壢店,早上,晴,M1082,紅茶,茶飲,1,50,50.0
A23315,2026-08-22,星期六,板橋店,下午,晴,M1949,肉桂捲,烘焙,1,85,85.0
A23062,20260819,星期三,中壢店,晚上,晴,M0130,抹茶拿鐵,茶飲,1,100,100.0
A23008,2026-08-19,星期三,信義店,晚上,晴,M1914,拿鐵,咖啡,2,90,180.0
A22264,2026-08-10,星期一,信義店,下午,晴,M1097,美式咖啡,咖啡,1,70,70.0
A23676,2026-08-28,星期五,信義店,早上,晴,,起司蛋糕,烘焙,1,120,120.0
A21502,2026-08-01,星期六,信義店,晚上,雨,,紅茶,茶飲,2,50,100.0
A22990,2026/08/18,星期二,中壢店,下午,陰,M1789,拿鐵,咖啡,1,90,90.0
A22801,2026-08-16,星期日,信義店 ,早上,陰,M0519,拿鐵,咖啡,2,90,180.0
A22194,2026-08-09,星期日,板橋店,早上,晴,M0151,美式咖啡,咖啡,3,70,210.0
A22209,2026-08-09,星期日,中壢店,早上,晴,,卡布奇諾,咖啡,1,95,95.0
A22589,2026-08-14,星期五,中壢,下午,晴,M1894,卡布奇諾,咖啡,2,95,190.0
A23472,2026-08-25,星期二,信義店,早上,雨,,卡布奇諾,咖啡,2,95,190.0
A23830,2026-08-29,星期六,中壢店,下午,陰,M1803,抹茶拿鐵,茶飲,2,100,200.0
A23496,2026-08-25,星期二, 板橋店,晚上,雨,M1306,拿鐵,咖啡,1,90,90.0
A22751,2026-08-15,星期六,中壢店,早上,晴,M1629,可頌,烘焙,1,60,60.0
A23205,2026-08-21,星期五,板橋店,晚上,陰,,拿鐵,咖啡,2,90,180.0
A23725,2026-08-28,星期五,板橋店,早上,晴,M0637,可頌,烘焙,1,60,60.0
A23909,2026-08-30,星期日,板橋店,下午,晴,M0145,抹茶拿鐵,茶飲,2,100,200.0
A21807,2026-08-05,星期三,板橋店,下午,雨,M1593,卡布奇諾,咖啡,1,9500,9500.0
A22655,2026-08-15,星期六,信義店,下午,晴,M0709,美式咖啡,咖啡,1,70,70.0
A22353,2026-08-11,星期二,中壢店,早上,雨,,可頌,烘焙,1,60,60.0
A23204,2026-08-21,星期五,板橋店,下午,陰,M0122,起司蛋糕,烘焙,3,120,360.0
A23082,2026-08-20,星期四,信義店,下午,晴,M1013,紅茶,茶飲,1,50,50.0
A23244,2026-08-21,星期五,中壢店,晚上,陰,,可頌,烘焙,1,60,60.0
A23694,2026-08-28,星期五,信義店,晚上,晴,M0101,卡布奇諾,咖啡,3,95,285.0
A22217,2026/08/09,星期日,中壢店,早上,晴,,抹茶拿鐵,茶飲,2,100,200.0
A23981,2026/08/31,星期一,信義店,下午,晴,M0616,紅茶,茶飲,2,50,100.0
A22987,2026-08-18,星期二,中壢店,早上,陰,,紅茶,茶飲,2,50,100.0
A22125,2026-08-09,星期日,信義店,早上,晴,,拿鐵,咖啡,2,90,180.0
A23951,2026-08-30,星期日,中壢店,下午,晴,,紅茶,茶飲,1,50,50.0
A22712,20260815,星期六,板橋店,下午,晴,,卡布奇諾,咖啡,2,95,190.0
A21603,20260802,星期日,板橋店,早上,陰,M1342,拿鐵,咖啡,2,90,180.0
A22883,2026-08-17,星期一,信義店,下午,晴,M0062,肉桂捲,烘焙,1,85,85.0
A23298,2026-08-22,星期六,板橋店,下午,晴,M1199,拿鐵,咖啡,1,90,90.0
A23626,2026-08-27,星期四,板橋店,早上,晴,M0825,卡布奇諾,咖啡,1,95,95.0
A24038,2026-08-31,星期一, 中壢店,下午,晴,,美式咖啡,咖啡,2,70,140.0
A22136,2026-08-09,星期日,信義店,晚上,晴,,拿鐵,咖啡,2,90,180.0
A22457,2026-08-13,星期四,信義店,下午,晴,M1608,拿鐵,咖啡,1,90,90.0
A23773,2026-08-29,星期六,信義店,晚上,陰,M1633,肉桂捲,烘焙,2,85,170.0
A23247,2026-08-22,星期六,信義店,早上,晴,,美式咖啡,咖啡,1,70,70.0
A22731,2026-08-15,星期六,板橋店,下午,晴,M1147,美式咖啡,咖啡,1,70,70.0
A21629,2026-08-02,星期日,板橋店,晚上,陰,,抹茶拿鐵,茶飲,3,100,300.0
A21793,2026/08/05,星期三,信義店,下午,雨,,拿鐵,咖啡,1,90,90.0
A22978,2026-08-18,星期二,板橋店,早上,陰,M0266,抹茶拿鐵,茶飲,1,100,100.0
A23535,2026-08-26,星期三,信義店,早上,陰,,美式咖啡,咖啡,2,70,140.0
A22754,2026-08-15,星期六,中壢店,晚上,晴,,卡布奇諾,咖啡,1,95,95.0
A23446,2026-08-24,星期一,板橋店,下午,晴,,可頌,烘焙,1,60,60.0
A22376,2026-08-12,星期三,信義店,晚上,陰,M1143,美式咖啡,咖啡,1,70,70.0
A21954,2026-08-07,星期五,信義店,下午,晴,M1217,紅茶,茶飲,1,50,50.0
A24031,2026-08-31,星期一,中壢店,早上,晴,M1878,可頌,烘焙,3,60,180.0
A22239,2026-08-09,星期日,中壢店,早上,晴,M0932,紅茶,茶飲,1,50,50.0
A22349,2026-08-11,星期二,中壢店,早上,雨,M0372,抹茶拿鐵,茶飲,2,100,200.0
X0012,2026-08-04,星期二,信義店,早上,雨,,美式咖啡,咖啡,-2,70,-140.0
A21956,2026-08-07,星期五,信義店,早上,晴,M1526,可頌,烘焙,1,60,60.0
A21835,2026-08-06,星期四,信義店,下午,陰,M1331,拿鐵,咖啡,1,90,90.0
A23122,2026-08-20,星期四,中壢店,下午,晴,M1228,美式咖啡,咖啡,1,70,70.0
A23320,2026-08-22,星期六,板橋店,早上,晴,,紅茶,茶飲,2,50,100.0
A22842,2026-08-16,星期日,板橋店,早上,陰,M0989,拿鐵,咖啡,2,90,180.0
A23886,2026-08-30,星期日,信義店,下午,晴,M0938,美式咖啡,咖啡,1,70,70.0
A21744,2026-08-04,星期二,信義店,早上,雨,,紅茶,茶飲,1,50,50.0
A22019,2026-08-07,星期五,中壢店,早上,晴,M0560,可頌,烘焙,2,60,120.0
A21573,2026/08/02,星期日,信義店,下午,陰,M0534,可頌,烘焙,1,60,60.0
A22553,20260814,星期五,信義店,下午,晴,M1780,紅茶,茶飲,1,50,50.0
A23777,20260829,星期六,信義店,晚上,陰,M0584,肉桂捲,烘焙,3,85,255.0
A24033,2026-08-31,星期一,中壢店,下午,晴,M0477,紅茶,茶飲,1,50,50.0
A22060,2026-08-08,星期六,板橋店,早上,雨,,美式咖啡,咖啡,1,70,70.0
A23479,2026-08-25,星期二,信義店,晚上,雨,M0979,紅茶,茶飲,3,50,150.0
X0005,20260821,星期五,信義店,下午,陰,M0576,肉桂捲,烘焙,-1,85,-85.0
A21742,20260804,星期二,信義店,早上,雨,M1399,卡布奇諾,咖啡,3,95,285.0
A22799,2026-08-16,星期日,信義店,早上,陰,,拿鐵,咖啡,2,90,180.0
A22240,2026-08-10,星期一,信義店 ,早上,晴,,抹茶拿鐵,茶飲,8,100,800.0
A22361,2026-08-12,星期三,信義店,下午,陰,,拿鐵,咖啡,1,90,90.0
A23417,2026-08-24,星期一,信義店,早上,晴,M0650,可頌,烘焙,2,60,120.0
A21662,20260803,星期一,信義店,早上,晴,M0709,紅茶,茶飲,3,50,150.0
A23233,2026-08-21,星期五,中壢店,晚上,陰,M1890,卡布奇諾,咖啡,1,95,95.0
A22885,2026-08-17,星期一,信義店,晚上,晴,M0572,美式咖啡,咖啡,2,70,140.0
A21553,2026-08-01,星期六,中壢店,早上,雨,,拿鐵,咖啡,3,90,270.0
A22406,2026-08-12,星期三,板橋店,早上,陰,M1609,抹茶拿鐵,茶飲,2,100,200.0
A22930,20260817,星期一,中壢店,下午,晴,M1095,起司蛋糕,烘焙,1,120,120.0
A21747,20260804,星期二,信義店,早上,雨,M1192,肉桂捲,烘焙,3,85,255.0
A23144,2026-08-21,星期五,信義店,晚上,陰,M1302,美式咖啡,咖啡,2,70,140.0
A22381,2026-08-12,星期三,信義店,早上,陰,M0999,起司蛋糕,烘焙,1,120,120.0
A23848,2026-08-29,星期六,中壢店,晚上,陰,,美式咖啡,咖啡,1,70,70.0
A23289,2026-08-22,星期六,板橋店,早上,晴,M0834,拿鐵,咖啡,2,90,180.0
A23895,2026/08/30,星期日,板橋店,早上,晴,M1925,紅茶,茶飲,3,50,150.0
A23066,20260819,星期三,中壢店,早上,晴,M0878,起司蛋糕,烘焙,2,120,240.0
A23794,2026-08-29,星期六,信義店,下午,陰,,起司蛋糕,烘焙,2,120,240.0
A22208,2026-08-09,星期日,中壢店,晚上,晴,M0527,美式咖啡,咖啡,1,70,70.0
A23059,20260819,星期三,中壢店,下午,晴,M1476,美式咖啡,咖啡,1,70,70.0
A23899,2026-08-30,星期日,板橋店,早上,晴,M0844,拿鐵,咖啡,1,90,90.0
A22786,2026-08-16,星期日,信義店,下午,陰,M1839,拿鐵,咖啡,2,90,180.0
A22364,2026-08-12,星期三,信義店,下午,陰,,美式咖啡,咖啡,1,70,70.0
A23239,2026-08-21,星期五,中壢店,下午,陰,,拿鐵,咖啡,1,90,90.0
A22867,2026/08/16,星期日,中壢店,早上,陰,M1261,抹茶拿鐵,茶飲,2,100,200.0
A23713,2026-08-28,星期五,板橋店,晚上,晴,M1635,拿鐵,咖啡,1,90,90.0
A23129,2026-08-20,星期四,中壢店,早上,晴,M1396,拿鐵,咖啡,1,90,90.0
A23908,2026-08-30,星期日,板橋店,早上,晴,,拿鐵,咖啡,3,90,270.0
A23413,2026-08-23,星期日,中壢店,晚上,雨,,紅茶,茶飲,2,50,100.0
A24035,2026-08-31,星期一,中壢店,下午,晴,,拿鐵,咖啡,2,90,180.0
A22637,2026-08-15,星期六,信義店,早上,晴,M1613,美式咖啡,咖啡,1,70,70.0
A23022,2026-08-19,星期三,信義店,早上,晴,M0064,美式咖啡,咖啡,1,70,70.0
A22058,2026-08-08,星期六,板橋店,下午,雨,,拿鐵,咖啡,2,90,180.0
A22989,2026-08-18,星期二,中壢店,早上,陰,M0675,拿鐵,咖啡,2,90,180.0
A21863,2026-08-06,星期四,信義店 ,下午,陰,M1126,拿鐵,咖啡,1,90,90.0
A21776,20260804,星期二,中壢店,早上,雨,M1001,美式咖啡,咖啡,1,70,70.0
A23456,2026-08-24,星期一,中壢店,晚上,晴,,抹茶拿鐵,茶飲,2,100,200.0
A21523,2026-08-01,星期六,板橋店,下午,雨,,起司蛋糕,烘焙,3,120,360.0
A22202,20260809,星期日,板橋店,晚上,晴,M0942,起司蛋糕,烘焙,2,120,240.0
A23386,20260823,星期日,板橋店,晚上,雨,,抹茶拿鐵,茶飲,2,100,200.0
A22750,2026-08-15,星期六,中壢店,下午,晴,M0829,可頌,烘焙,1,60,60.0
A22417,2026/08/12,星期三,中壢店,早上,陰,M1726,起司蛋糕,烘焙,3,120,360.0
A21483,2026-08-01,星期六,信義店,下午,雨,M0466,拿鐵,咖啡,3,90,270.0
A23562,2026-08-26,星期三,板橋店,晚上,陰,,美式咖啡,咖啡,2,70,140.0
A23241,2026-08-21,星期五,中壢店,早上,陰,M0642,拿鐵,咖啡,1,90,90.0
A23130,2026-08-20,星期四,中壢店,早上,晴,M1732,肉桂捲,烘焙,1,85,85.0
A21728,2026-08-03,星期一,中壢店,下午,晴,,美式咖啡,咖啡,2,70,140.0
A21736,2026-08-04,星期二,信義店,早上,雨,M1012,美式咖啡,咖啡,3,70,210.0
A22180,2026-08-09,星期日,板橋店,下午,晴,M0061,拿鐵,咖啡,3,90,270.0
A22966,2026-08-18,星期二, 板橋店,下午,陰,M1365,抹茶拿鐵,茶飲,1,100,100.0
A22581,2026/08/14,星期五,板橋店,下午,晴,M0576,紅茶,茶飲,2,50,100.0
A23859,2026-08-30,星期日,信義店,下午,晴,M0912,拿鐵,咖啡,2,90,180.0
A23346,2026-08-22,星期六,中壢店,下午,晴,,起司蛋糕,烘焙,1,120,120.0
A23473,2026-08-25,星期二,信義店,早上,雨,,美式咖啡,咖啡,1,70,70.0
A22752,20260815,星期六,中壢店,下午,晴,M0759,肉桂捲,烘焙,3,85,255.0
A21727,2026-08-03,星期一,中壢店,早上,晴,,拿鐵,咖啡,1,90,90.0
A23412,2026/08/23,星期日,中壢店,下午,雨,M0932,起司蛋糕,烘焙,1,120,120.0
A23539,2026-08-26,星期三,信義店,下午,陰,,拿鐵,咖啡,3,90,270.0
A22879,2026-08-17,星期一,信義店,晚上,晴,,拿鐵,咖啡,1,90,90.0
A22595,2026-08-14,星期五,中壢店,早上,晴,M0197,拿鐵,咖啡,1,90,90.0
A22315,2026-08-11,星期二,信義店,下午,雨,,拿鐵,咖啡,1,90,90.0
A21648,2026-08-02,星期日,中壢店,下午,陰,,美式咖啡,咖啡,1,70,70.0
A22126,2026/08/09,星期日,信義店,下午,晴,,拿鐵,咖啡,1,90,90.0
A23990,20260831,星期一,信義店,晚上,晴,M1046,拿鐵,咖啡,1,90,90.0
A23525,2026-08-26,星期三,信義店,下午,陰,M0323,可頌,烘焙,1,60,60.0
A23961,2026-08-30,星期日,中壢店,早上,晴,M1694,紅茶,茶飲,2,50,100.0
A21944,2026-08-07,星期五,信義店,下午,晴,,拿鐵,咖啡,1,90,90.0
A21935,2026-08-07,星期五,信義店,下午,晴,M1514,拿鐵,咖啡,1,90,90.0
A23326,2026-08-22,星期六,板橋店,早上,晴,M0822,拿鐵,咖啡,3,90,270.0
A21967,2026/08/07,星期五,信義店,早上,晴,,美式咖啡,咖啡,2,70,140.0
A23696,2026-08-28,星期五, 信義店,晚上,晴,M1702,拿鐵,咖啡,3,90,270.0
