會員編號,性別,年齡,加入月數,來店次數,平均消費,距上次來店天數,會員等級,電子報,住家距離,最愛類別,回購
M1263,女,66,22,4,223,31,一般,1,7.5,茶飲,0
M1264,男,63,15,6,181,0,銀卡,0,2.1,咖啡,0
M1265,男,51,21,2,134,90,一般,1,4.4,咖啡,0
M1266,女,45,12,8,109,20,銀卡,1,5.5,茶飲,0
M1267,男,49,1,1,127,87,一般,1,1.5,烘焙,0
M1268,男,68,36,7,157,21,銀卡,0,9.7,茶飲,1
M1269,女,57,29,5,303,11,銀卡,0,3.5,茶飲,1
M1270,女,50,2,26,91,4,一般,0,1.6,咖啡,1
M1271,男,59,7,8,122,17,銀卡,1,6.8,茶飲,1
M1272,男,60,22,10,104,3,銀卡,0,4.1,咖啡,1
M1273,女,63,4,6,154,2,一般,1,3.1,烘焙,0
M1274,男,42,14,5,185,25,銀卡,1,1.1,咖啡,1
M1275,女,55,36,19,115,5,金卡,1,3.3,茶飲,1
M1276,男,71,6,6,299,29,銀卡,0,3.8,茶飲,0
M1277,女,52,34,2,142,90,一般,0,3.6,咖啡,0
M1278,女,40,1,11,237,6,一般,0,1.5,烘焙,0
M1279,男,37,5,20,154,4,一般,1,3.5,咖啡,1
M1280,女,53,12,4,120,20,一般,0,3.8,烘焙,0
M1281,女,72,33,3,118,4,一般,1,5.3,茶飲,1
M1282,男,44,5,13,248,8,一般,1,6.1,咖啡,1
M1283,男,59,27,17,205,7,金卡,1,1.5,茶飲,1
M1284,男,58,16,1,98,11,一般,0,3.3,烘焙,0
M1285,男,69,3,2,122,21,一般,1,1.9,咖啡,1
M1286,男,42,30,4,173,1,一般,0,6.0,咖啡,0
M1287,男,56,15,8,112,13,銀卡,0,1.8,烘焙,0
M1288,女,56,7,10,199,4,銀卡,1,4.2,咖啡,1
M1289,男,64,28,12,164,22,金卡,1,3.6,咖啡,1
M1290,男,63,8,6,87,14,銀卡,0,2.9,茶飲,0
M1291,女,47,27,5,164,21,銀卡,0,1.5,咖啡,0
M1292,男,72,30,2,175,58,一般,0,2.2,茶飲,0
M1293,女,58,20,9,87,2,銀卡,1,0.7,茶飲,1
M1294,女,57,28,8,105,13,銀卡,0,1.7,咖啡,0
M1295,男,62,28,4,241,1,一般,1,1.7,咖啡,1
M1296,女,54,15,11,119,10,銀卡,1,4.0,茶飲,1
M1297,男,72,7,5,163,14,銀卡,1,7.8,烘焙,1
M1298,男,72,6,18,155,6,銀卡,0,1.3,咖啡,1
M1299,男,44,6,7,122,0,銀卡,0,3.3,咖啡,0
M1300,女,43,17,9,204,8,銀卡,1,1.0,茶飲,1
M1301,男,49,27,7,224,10,銀卡,1,3.5,咖啡,0
M1302,男,72,16,8,172,13,銀卡,1,2.6,咖啡,1
M1303,女,72,26,6,344,48,銀卡,1,9.4,咖啡,1
M1304,女,47,35,8,88,11,銀卡,0,2.3,茶飲,0
M1305,男,42,34,2,180,90,一般,0,1.2,烘焙,0
M1306,男,57,33,14,122,9,金卡,1,3.5,咖啡,1
M1307,男,44,30,22,157,6,金卡,1,1.6,咖啡,1
M1308,男,65,20,7,179,8,銀卡,0,4.5,茶飲,0
M1309,女,49,24,5,194,13,銀卡,0,3.9,咖啡,0
M1310,女,60,34,5,125,2,銀卡,1,4.3,咖啡,1
M1311,女,51,17,4,220,1,一般,0,3.1,茶飲,0
M1312,男,48,33,6,151,59,銀卡,1,4.0,咖啡,0
M1313,女,56,3,3,199,40,一般,0,3.3,咖啡,0
M1314,女,38,5,10,144,26,一般,1,0.8,茶飲,0
M1315,女,52,5,5,160,16,一般,1,2.1,茶飲,0
M1316,男,57,21,10,135,0,銀卡,0,7.7,咖啡,1
M1317,女,72,25,6,106,5,銀卡,0,6.9,茶飲,0
M1318,男,71,15,5,143,26,銀卡,0,7.4,咖啡,1
M1319,女,55,9,1,130,9,一般,1,3.9,咖啡,0
M1320,男,43,31,3,357,3,一般,1,3.0,咖啡,1
M1321,女,68,25,10,328,2,銀卡,0,2.0,咖啡,1
M1322,男,72,29,4,189,29,一般,0,1.3,茶飲,0
M1323,女,54,12,22,184,0,銀卡,1,5.3,茶飲,1
M1324,男,51,2,9,215,2,一般,1,2.3,茶飲,1
M1325,女,57,21,30,103,0,金卡,0,2.2,咖啡,0
M1326,女,72,18,1,160,44,一般,0,3.6,咖啡,0
M1327,男,43,24,2,181,8,一般,0,1.6,茶飲,0
M1328,男,62,27,3,211,2,一般,1,2.2,烘焙,0
M1329,女,52,24,13,184,19,金卡,0,12.1,咖啡,0
M1330,女,42,34,3,139,25,一般,1,6.1,烘焙,0
M1331,男,51,4,7,194,2,一般,1,2.1,咖啡,0
M1332,女,72,13,3,216,35,一般,1,2.4,烘焙,0
M1333,男,45,27,4,213,84,一般,0,2.5,咖啡,0
M1334,男,63,3,1,173,19,一般,1,0.5,咖啡,1
M1335,女,51,9,5,195,16,銀卡,0,17.0,咖啡,0
M1336,女,60,29,3,185,8,一般,0,1.0,烘焙,0
M1337,男,57,22,13,114,5,金卡,0,2.2,烘焙,1
M1338,男,70,21,8,119,33,銀卡,1,4.6,咖啡,0
M1339,女,41,4,9,208,15,一般,0,2.5,咖啡,1
M1340,男,47,22,2,189,90,一般,1,2.1,茶飲,1
M1341,男,72,34,9,121,10,銀卡,0,10.7,烘焙,0
M1342,男,66,36,15,119,1,金卡,1,2.4,烘焙,1
M1343,男,48,12,4,132,46,一般,1,3.3,咖啡,0
M1344,女,55,2,10,170,29,一般,0,2.2,茶飲,1
M1345,女,39,22,2,156,27,一般,1,2.1,茶飲,1
M1346,女,57,12,5,231,4,銀卡,0,6.8,咖啡,0
M1347,男,51,9,2,122,1,一般,0,2.4,烘焙,0
M1348,男,64,3,16,334,0,一般,0,4.0,茶飲,1
M1349,男,63,22,1,142,90,一般,0,4.8,茶飲,0
M1350,男,53,28,8,180,4,銀卡,1,4.0,咖啡,0
M1351,男,72,32,4,220,23,一般,1,2.6,咖啡,0
M1352,男,72,16,6,251,9,銀卡,0,8.6,咖啡,0
M1353,女,70,20,2,137,18,一般,1,1.3,茶飲,1
M1354,女,51,19,8,103,6,銀卡,0,2.1,烘焙,0
M1355,女,60,4,1,154,90,一般,1,1.7,烘焙,0
M1356,女,72,29,9,199,12,銀卡,0,4.0,咖啡,1
M1357,男,49,3,4,142,6,一般,0,0.9,烘焙,0
M1358,男,72,25,8,154,24,銀卡,0,1.2,茶飲,0
M1359,女,50,5,3,177,33,一般,0,2.4,茶飲,0
M1360,男,60,9,6,264,32,銀卡,1,3.6,茶飲,1
M1361,女,37,26,4,187,5,一般,1,1.6,茶飲,1
M1362,男,60,6,12,217,18,銀卡,1,4.3,烘焙,1
M1363,男,53,10,4,156,29,一般,0,4.2,茶飲,0
M1364,女,59,10,11,172,3,銀卡,1,10.1,咖啡,1
M1365,女,43,35,11,227,6,銀卡,0,3.0,咖啡,1
M1366,男,54,2,6,226,0,一般,0,5.1,咖啡,0
M1367,女,65,16,7,207,50,銀卡,0,2.0,烘焙,1
M1368,女,68,21,8,196,6,銀卡,1,1.0,咖啡,0
M1369,男,40,11,5,202,5,銀卡,1,2.6,咖啡,1
M1370,女,65,2,17,187,3,一般,0,1.1,烘焙,0
M1371,男,44,12,5,282,0,銀卡,1,4.1,烘焙,0
M1372,男,56,14,8,328,7,銀卡,0,1.5,咖啡,1
M1373,女,47,2,13,111,14,一般,1,10.6,咖啡,1
M1374,男,56,3,8,179,4,一般,0,2.8,烘焙,1
M1375,男,72,9,1,171,90,一般,1,11.5,咖啡,0
M1376,女,53,29,10,108,11,銀卡,0,1.7,咖啡,0
M1377,女,55,25,3,205,35,一般,1,1.0,咖啡,0
M1378,男,38,29,3,223,29,一般,1,3.0,烘焙,1
M1379,男,43,8,10,240,27,銀卡,1,3.3,茶飲,1
M1380,女,47,12,5,182,33,銀卡,1,10.8,咖啡,0
M1381,女,72,25,5,254,44,銀卡,1,2.5,烘焙,0
M1382,女,72,5,12,125,7,一般,1,2.5,烘焙,1
M1383,男,39,26,3,169,12,一般,0,1.0,茶飲,0
M1384,女,68,6,7,117,3,銀卡,1,2.9,咖啡,1
M1385,男,48,15,8,106,5,銀卡,1,1.4,咖啡,1
M1386,女,48,16,5,135,8,銀卡,0,1.9,烘焙,1
M1387,女,41,31,8,164,45,銀卡,0,1.1,茶飲,0
M1388,男,48,18,16,231,1,金卡,1,3.3,茶飲,1
M1389,男,50,32,14,144,1,金卡,0,5.5,咖啡,1
M1390,男,71,12,19,172,37,銀卡,0,2.3,茶飲,1
M1391,女,62,32,4,133,20,一般,1,1.8,茶飲,0
M1392,女,58,31,8,172,7,銀卡,0,3.2,咖啡,1
M1393,男,28,34,8,154,15,銀卡,1,4.7,咖啡,1
M1394,男,55,21,8,119,8,銀卡,1,4.7,烘焙,1
M1395,男,66,23,3,296,0,一般,0,4.9,烘焙,1
M1396,女,47,9,13,258,11,銀卡,1,1.1,烘焙,0
M1397,男,54,16,7,199,23,銀卡,1,5.7,咖啡,1
M1398,男,62,25,5,118,20,銀卡,1,2.6,咖啡,1
M1399,女,68,14,16,200,11,銀卡,1,14.6,茶飲,1
M1400,女,44,35,10,148,5,銀卡,0,4.1,烘焙,0
M1401,男,49,14,16,193,0,銀卡,1,2.5,茶飲,1
M1402,男,46,7,2,265,10,一般,0,2.0,咖啡,1
M1403,女,71,20,4,192,47,一般,0,2.0,咖啡,0
M1404,女,63,15,10,158,0,銀卡,1,2.6,咖啡,1
M1405,男,52,4,19,165,2,一般,0,0.8,烘焙,1
M1406,女,60,22,5,237,12,銀卡,0,8.1,咖啡,0
M1407,女,48,12,6,103,20,銀卡,0,3.5,咖啡,0
M1408,女,43,24,6,122,49,銀卡,1,4.6,咖啡,0
M1409,男,63,24,7,141,32,銀卡,1,3.3,咖啡,0
M1410,女,64,17,7,306,5,銀卡,0,4.3,茶飲,1
M1411,女,72,32,5,130,6,銀卡,1,1.5,咖啡,0
M1412,女,70,16,7,158,0,銀卡,1,4.2,茶飲,0
M1413,女,72,4,3,141,9,一般,1,12.3,茶飲,0
M1414,女,54,13,3,192,46,一般,1,7.7,茶飲,0
M1415,女,64,33,7,197,16,銀卡,0,3.1,咖啡,1
M1416,女,72,34,3,131,10,一般,0,2.8,咖啡,0
M1417,男,38,4,9,141,16,一般,0,6.0,烘焙,0
M1418,女,39,32,1,330,27,一般,1,2.2,烘焙,0
M1419,女,72,29,4,213,21,一般,0,5.3,茶飲,0
M1420,女,46,25,2,101,24,一般,0,3.9,咖啡,0
M1421,女,72,1,10,143,20,一般,0,4.7,咖啡,0
M1422,女,55,24,17,185,1,金卡,1,4.3,咖啡,1
M1423,女,44,3,6,187,6,一般,1,1.8,咖啡,0
M1424,女,39,13,9,93,13,銀卡,1,1.3,烘焙,0
M1425,男,60,15,17,88,0,銀卡,1,1.6,烘焙,1
M1426,女,60,21,10,186,20,銀卡,0,1.1,茶飲,1
M1427,男,45,29,1,254,30,一般,0,6.2,咖啡,0
M1428,女,46,13,4,268,17,一般,0,1.7,茶飲,1
M1429,男,48,4,3,198,6,一般,1,2.0,咖啡,1
M1430,女,56,26,12,127,3,金卡,1,1.9,咖啡,1
M1431,女,41,1,4,152,14,一般,0,1.4,茶飲,1
M1432,女,41,15,24,156,4,銀卡,1,9.6,茶飲,0
M1433,女,61,18,3,178,22,一般,0,1.2,茶飲,1
M1434,男,49,25,6,184,16,銀卡,1,6.4,茶飲,0
M1435,男,52,6,5,123,35,銀卡,1,3.9,烘焙,0
M1436,男,49,20,7,222,10,銀卡,1,9.8,烘焙,1
M1437,女,39,34,6,113,20,銀卡,1,0.8,茶飲,1
M1438,男,72,23,2,166,61,一般,1,6.2,烘焙,0
M1439,男,51,18,10,343,16,銀卡,0,3.6,烘焙,0
M1440,男,72,19,7,169,3,銀卡,0,2.3,咖啡,0
M1441,女,50,17,16,152,15,銀卡,1,1.4,咖啡,1
M1442,女,62,5,3,206,20,一般,0,2.5,烘焙,0
M1443,男,57,20,1,201,90,一般,0,2.7,烘焙,0
M1444,男,42,17,1,176,42,一般,0,6.6,茶飲,0
M1445,女,72,19,4,251,31,一般,0,1.4,咖啡,0
M1446,男,72,18,4,125,90,一般,1,4.1,烘焙,0
M1447,男,68,31,3,180,44,一般,1,1.2,咖啡,0
M1448,女,57,34,5,215,3,銀卡,0,1.5,烘焙,0
M1449,男,59,12,9,185,30,銀卡,1,3.7,咖啡,1
M1450,男,71,33,12,97,14,金卡,0,1.3,咖啡,0
M1451,女,72,10,7,188,12,銀卡,1,0.8,茶飲,0
M1452,男,72,7,6,142,9,銀卡,1,2.3,烘焙,1
M1453,女,61,29,11,113,0,銀卡,1,2.4,咖啡,1
M1454,男,55,12,6,163,42,銀卡,0,4.6,咖啡,0
M1455,男,61,35,3,174,90,一般,1,2.3,咖啡,0
M1456,男,39,31,10,172,5,銀卡,0,2.0,烘焙,1
M1457,男,57,19,2,138,46,一般,0,3.9,茶飲,0
M1458,女,54,25,10,122,0,銀卡,1,2.4,咖啡,1
M1459,男,64,21,7,179,32,銀卡,1,1.1,茶飲,0
M1460,女,59,11,11,165,10,銀卡,1,6.3,烘焙,1
M1461,女,43,34,16,142,7,金卡,1,5.4,茶飲,1
M1462,男,71,29,4,145,89,一般,0,5.7,烘焙,0
M1463,男,58,13,1,223,35,一般,1,1.6,茶飲,0
M1464,女,64,19,2,162,68,一般,1,1.4,咖啡,0
M1465,女,35,34,19,152,15,金卡,1,2.6,咖啡,1
M1466,女,52,25,7,184,7,銀卡,1,2.4,咖啡,0
M1467,男,55,7,9,182,2,銀卡,1,0.5,烘焙,0
M1468,女,65,22,15,143,7,金卡,0,0.5,烘焙,1
M1469,女,55,12,15,224,53,銀卡,1,2.0,茶飲,1
M1470,女,54,1,4,166,16,一般,0,2.2,咖啡,0
M1471,女,57,11,14,219,14,銀卡,0,10.9,茶飲,0
M1472,女,42,34,3,122,23,一般,1,3.2,咖啡,1
M1473,女,51,23,3,283,90,一般,1,3.7,咖啡,0
M1474,女,58,4,7,184,42,一般,0,4.1,烘焙,0
M1475,女,60,18,8,129,5,銀卡,1,2.9,茶飲,0
M1476,女,53,6,8,244,10,銀卡,1,5.4,咖啡,1
M1477,女,41,29,5,165,16,銀卡,1,3.0,咖啡,1
M1478,男,54,9,11,136,6,銀卡,1,6.8,咖啡,1
M1479,男,54,4,3,130,20,一般,1,5.4,烘焙,1
M1480,男,53,23,8,162,0,銀卡,0,3.4,咖啡,1
M1481,女,63,15,5,232,23,銀卡,1,1.0,咖啡,1
M1482,男,62,32,4,112,27,一般,1,1.4,烘焙,0
M1483,男,47,19,9,147,28,銀卡,1,1.1,咖啡,1
M1484,男,57,9,9,145,1,銀卡,0,2.3,茶飲,1
M1485,男,36,21,2,154,27,一般,1,3.1,咖啡,0
M1486,男,62,27,4,200,0,一般,0,1.0,茶飲,0
M1487,女,64,32,1,134,61,一般,0,3.8,咖啡,0
M1488,男,59,14,7,181,0,銀卡,0,0.9,茶飲,1
M1489,女,35,13,12,179,0,銀卡,0,4.7,烘焙,1
M1490,女,51,24,2,169,71,一般,0,4.3,茶飲,0
M1491,男,48,28,9,188,9,銀卡,1,2.2,咖啡,1
M1492,女,50,33,9,220,13,銀卡,1,3.4,咖啡,0
M1493,女,51,24,8,188,31,銀卡,1,2.1,咖啡,1
M1494,女,63,21,6,154,9,銀卡,1,0.8,茶飲,0
M1495,男,48,36,1,212,16,一般,0,2.2,烘焙,1
M1496,男,55,30,11,217,0,銀卡,1,2.3,咖啡,0
M1497,女,43,21,6,308,5,銀卡,1,3.7,茶飲,1
M1498,女,58,31,13,136,25,金卡,1,2.8,茶飲,1
M1499,男,72,5,4,249,43,一般,1,0.9,咖啡,0
M1500,男,60,13,6,168,2,銀卡,1,0.3,茶飲,1
M1501,男,49,15,6,149,28,銀卡,1,2.5,烘焙,1
M1502,男,65,23,2,251,0,一般,1,2.2,咖啡,0
M1503,女,60,36,6,167,5,銀卡,0,1.4,咖啡,0
M1504,女,53,36,8,179,8,銀卡,0,2.6,茶飲,1
M1505,女,63,12,10,125,4,銀卡,1,2.3,咖啡,1
M1506,女,45,27,7,76,1,銀卡,1,3.1,烘焙,0
M1507,男,64,31,9,203,51,銀卡,1,3.3,烘焙,1
M1508,男,72,27,7,111,18,銀卡,0,4.4,烘焙,1
M1509,女,48,7,4,93,90,一般,1,1.1,烘焙,0
M1510,男,71,22,8,232,2,銀卡,1,4.8,茶飲,1
M1511,男,70,11,13,213,20,銀卡,0,2.4,茶飲,0
M1512,女,66,29,11,139,9,銀卡,1,1.6,咖啡,0
M1513,女,69,15,3,139,0,一般,0,5.9,咖啡,0
M1514,女,35,10,7,161,10,銀卡,0,1.4,烘焙,0
M1515,男,50,27,7,155,49,銀卡,1,4.6,茶飲,1
M1516,男,64,6,7,291,18,銀卡,0,2.0,咖啡,0
M1517,男,68,9,7,137,19,銀卡,0,3.7,烘焙,0
M1518,男,66,36,3,201,52,一般,0,2.4,咖啡,0
M1519,女,53,9,7,128,15,銀卡,1,3.9,茶飲,1
M1520,男,67,13,14,170,6,銀卡,1,5.3,茶飲,1
M1521,男,49,17,5,179,15,銀卡,0,11.8,咖啡,0
M1522,男,63,28,12,193,5,金卡,0,4.3,咖啡,0
M1523,女,35,30,2,135,28,一般,1,2.2,茶飲,0
M1524,女,38,24,2,95,57,一般,0,4.1,茶飲,0
M1525,女,38,19,1,80,90,一般,0,8.7,茶飲,0
M1526,女,47,14,11,232,2,銀卡,1,7.0,茶飲,1
M1527,女,65,9,4,139,21,一般,0,4.3,烘焙,0
M1528,女,42,29,2,170,90,一般,1,2.9,茶飲,0
M1529,男,61,33,11,178,27,銀卡,1,0.7,茶飲,1
M1530,女,37,22,4,189,23,一般,0,2.9,茶飲,0
M1531,女,70,12,12,135,11,銀卡,1,3.7,咖啡,0
M1532,女,52,6,10,144,4,銀卡,1,4.2,烘焙,1
M1533,女,42,22,8,142,20,銀卡,1,1.4,咖啡,0
M1534,女,53,23,7,225,3,銀卡,1,0.5,咖啡,1
M1535,女,72,30,4,246,8,一般,1,1.7,咖啡,1
M1536,男,64,5,1,171,70,一般,1,1.9,咖啡,0
M1537,男,44,13,2,327,70,一般,0,16.2,咖啡,0
M1538,女,48,12,8,182,24,銀卡,1,2.1,咖啡,1
M1539,女,49,28,10,109,7,銀卡,1,1.4,烘焙,1
M1540,男,65,27,3,396,14,一般,0,5.1,茶飲,0
M1541,女,67,1,15,208,5,一般,1,6.7,咖啡,1
M1542,男,54,5,13,127,2,一般,0,1.7,烘焙,1
M1543,女,53,9,9,163,1,銀卡,0,3.4,茶飲,1
M1544,男,72,26,6,135,75,銀卡,1,1.1,咖啡,0
M1545,男,57,28,3,104,75,一般,1,1.1,烘焙,0
M1546,女,36,21,4,170,23,一般,0,1.6,茶飲,0
M1547,女,43,16,7,196,27,銀卡,0,1.2,咖啡,0
M1548,男,48,25,19,198,4,金卡,1,1.9,咖啡,0
M1549,女,57,12,4,341,0,一般,1,2.1,茶飲,1
M1550,男,63,33,4,150,23,一般,1,1.4,咖啡,0
M1551,女,57,17,6,177,64,銀卡,1,2.6,咖啡,0
M1552,女,45,36,2,240,12,一般,1,1.7,烘焙,0
M1553,男,56,30,9,196,15,銀卡,1,2.1,茶飲,1
M1554,女,68,8,5,183,8,銀卡,1,10.6,茶飲,0
M1555,男,42,34,1,366,90,一般,0,4.3,烘焙,0
M1556,女,60,5,11,131,14,一般,1,1.5,烘焙,1
M1557,男,53,30,1,325,82,一般,0,3.5,茶飲,0
M1558,女,68,25,11,125,10,銀卡,1,2.2,咖啡,1
M1559,女,46,19,5,136,0,銀卡,0,4.3,咖啡,1
M1560,男,70,21,8,185,10,銀卡,1,2.6,咖啡,1
M1561,男,38,16,4,123,46,一般,1,1.9,咖啡,0
M1562,女,38,36,9,102,7,銀卡,1,8.6,咖啡,0
M1563,女,58,28,17,135,13,金卡,1,3.4,咖啡,1
M1564,男,53,28,16,154,0,金卡,0,3.0,咖啡,1
M1565,女,39,30,5,161,23,銀卡,1,2.1,茶飲,0
M1566,女,61,18,5,192,24,銀卡,0,4.9,烘焙,0
M1567,女,64,24,3,241,7,一般,1,2.2,咖啡,1
M1568,女,42,3,24,146,15,一般,0,3.1,咖啡,1
M1569,男,46,23,3,149,90,一般,1,1.9,咖啡,0
M1570,男,46,23,5,115,12,銀卡,0,2.8,咖啡,0
M1571,女,58,9,4,189,2,一般,1,1.8,咖啡,1
M1572,男,72,19,18,115,0,金卡,1,1.9,咖啡,1
M1573,女,43,22,1,227,61,一般,1,4.2,茶飲,0
M1574,女,49,7,6,149,12,銀卡,1,2.0,茶飲,0
M1575,女,58,13,6,225,9,銀卡,1,1.4,茶飲,1
M1576,男,64,35,3,144,34,一般,1,2.0,茶飲,0
M1577,男,65,17,5,180,2,銀卡,1,2.3,咖啡,1
M1578,男,27,3,11,104,1,一般,0,3.8,茶飲,0
M1579,女,55,18,7,132,13,銀卡,0,2.8,咖啡,1
M1580,男,72,3,8,129,21,一般,1,5.2,烘焙,1
M1581,男,72,24,10,208,15,銀卡,0,7.2,咖啡,1
M1582,女,53,14,19,99,4,銀卡,1,1.4,咖啡,1
M1583,女,45,19,7,144,2,銀卡,1,7.0,茶飲,0
M1584,男,60,23,5,243,90,銀卡,0,2.7,茶飲,0
M1585,女,72,15,14,179,7,銀卡,0,4.0,茶飲,1
M1586,女,69,3,10,249,4,一般,1,2.9,茶飲,0
M1587,女,42,8,22,119,3,銀卡,1,2.0,茶飲,1
M1588,女,72,27,1,172,30,一般,0,2.8,咖啡,0
M1589,男,61,2,3,128,14,一般,0,5.3,烘焙,0
M1590,女,42,14,5,108,2,銀卡,1,3.6,烘焙,0
M1591,女,37,28,11,158,2,銀卡,0,5.4,烘焙,0
M1592,男,55,34,6,138,56,銀卡,1,2.3,咖啡,0
M1593,女,63,16,2,209,18,一般,1,1.3,咖啡,1
M1594,女,46,26,5,160,12,銀卡,0,2.7,茶飲,1
M1595,男,40,34,14,130,2,金卡,1,4.2,茶飲,1
M1596,女,67,4,3,84,26,一般,0,4.5,茶飲,0
M1597,男,45,20,12,133,17,金卡,0,4.8,咖啡,1
M1598,女,52,4,4,121,24,一般,0,2.6,咖啡,1
M1599,女,61,30,24,190,1,金卡,1,2.5,咖啡,1
M1600,女,49,13,7,101,9,銀卡,1,1.7,茶飲,0
M1601,女,61,3,4,155,4,一般,1,1.1,茶飲,1
M1602,男,65,26,11,177,3,銀卡,1,5.0,茶飲,1
M1603,女,67,13,3,124,23,一般,0,4.1,咖啡,1
M1604,男,38,15,1,183,55,一般,1,2.1,咖啡,0
M1605,男,49,7,12,181,2,銀卡,1,1.3,茶飲,1
M1606,女,72,19,4,129,36,一般,1,4.8,烘焙,0
M1607,女,45,27,20,101,9,金卡,0,9.0,咖啡,0
M1608,男,58,15,11,183,13,銀卡,0,1.3,咖啡,1
M1609,女,70,31,12,122,0,金卡,0,1.2,咖啡,1
M1610,女,53,2,4,137,77,一般,0,1.2,咖啡,0
M1611,女,35,18,22,173,8,金卡,1,1.9,咖啡,1
M1612,女,54,27,14,147,10,金卡,0,2.8,茶飲,0
M1613,男,38,25,6,252,26,銀卡,0,1.0,咖啡,1
M1614,男,72,34,6,194,21,銀卡,0,6.5,茶飲,0
M1615,女,72,14,8,151,6,銀卡,1,0.8,茶飲,1
M1616,女,60,5,1,171,90,一般,1,2.3,烘焙,0
M1617,女,59,27,8,226,14,銀卡,0,2.6,咖啡,1
M1618,女,61,24,32,228,5,金卡,1,1.2,咖啡,1
M1619,女,67,24,20,226,7,金卡,1,2.0,茶飲,1
M1620,女,72,31,11,79,15,銀卡,1,2.2,咖啡,1
M1621,男,54,5,7,161,1,一般,0,3.0,烘焙,0
M1622,女,48,29,5,234,5,銀卡,0,3.9,茶飲,1
M1623,男,60,25,4,176,0,一般,0,7.3,咖啡,1
M1624,女,52,18,4,177,19,一般,0,1.9,咖啡,0
M1625,女,53,23,7,100,6,銀卡,0,2.0,茶飲,1
M1626,女,55,13,3,317,7,一般,1,5.7,咖啡,0
M1627,女,43,3,9,90,7,一般,1,1.6,烘焙,1
M1628,女,49,29,5,150,0,銀卡,1,1.6,烘焙,1
M1629,女,51,22,15,101,10,金卡,1,2.1,茶飲,1
M1630,男,45,29,7,278,4,銀卡,1,1.2,咖啡,1
M1631,女,45,30,5,107,14,銀卡,0,2.1,茶飲,0
M1632,男,42,26,4,95,30,一般,1,7.5,烘焙,0
M1633,女,60,2,10,79,3,一般,1,2.5,咖啡,1
M1634,女,60,29,10,175,18,銀卡,1,1.2,茶飲,0
M1635,女,57,14,5,191,7,銀卡,0,2.3,茶飲,1
M1636,男,32,20,6,163,77,銀卡,1,2.5,烘焙,0
M1637,男,72,21,26,220,16,金卡,1,1.2,茶飲,1
M1638,男,70,12,18,214,10,銀卡,0,13.0,茶飲,0
M1639,女,50,13,8,204,14,銀卡,1,2.0,茶飲,0
M1640,女,43,21,2,100,26,一般,0,2.9,茶飲,0
M1641,女,72,12,7,158,7,銀卡,0,1.0,咖啡,1
M1642,男,53,9,2,128,90,一般,0,1.9,茶飲,0
M1643,男,30,36,3,210,55,一般,1,4.0,咖啡,0
M1644,女,53,18,11,165,3,銀卡,0,7.6,咖啡,0
M1645,女,45,2,11,91,14,一般,1,2.7,咖啡,1
M1646,女,51,7,14,271,11,銀卡,0,1.3,咖啡,1
M1647,女,50,2,7,150,22,一般,1,1.7,烘焙,1
M1648,女,56,1,3,128,45,一般,1,1.6,茶飲,0
M1649,男,53,23,2,173,21,一般,0,2.4,咖啡,0
M1650,女,53,17,7,257,27,銀卡,1,5.3,茶飲,1
M1651,男,65,35,22,83,2,金卡,1,9.0,咖啡,1
M1652,女,55,22,16,112,8,金卡,1,7.9,茶飲,1
M1653,男,64,2,9,129,12,一般,0,2.5,茶飲,0
M1654,男,37,28,12,266,13,金卡,1,2.8,咖啡,1
M1655,男,71,11,10,119,18,銀卡,0,1.2,茶飲,1
M1656,女,54,34,7,123,21,銀卡,1,4.0,咖啡,1
M1657,女,49,18,3,239,38,一般,0,1.2,咖啡,0
M1658,女,36,17,11,148,3,銀卡,0,2.8,咖啡,1
M1659,女,43,20,6,200,32,銀卡,1,1.5,茶飲,0
M1660,女,72,34,6,110,19,銀卡,0,3.5,咖啡,1
M1661,男,72,16,16,186,18,銀卡,1,0.8,咖啡,1
M1662,女,41,9,8,274,6,銀卡,1,1.3,咖啡,0
M1663,男,63,9,2,322,10,一般,1,1.1,茶飲,1
M1664,女,47,28,8,194,9,銀卡,1,2.0,咖啡,1
M1665,女,67,20,6,149,3,銀卡,1,1.9,咖啡,1
M1666,女,52,22,8,280,14,銀卡,0,2.8,咖啡,0
M1667,女,44,3,13,141,0,一般,1,4.5,茶飲,0
M1668,女,72,31,6,228,1,銀卡,1,2.3,咖啡,1
M1669,女,44,19,5,122,18,銀卡,0,3.2,咖啡,0
M1670,女,65,33,8,204,9,銀卡,1,1.3,咖啡,1
M1671,男,51,13,19,109,15,銀卡,1,5.3,咖啡,1
M1672,女,50,1,11,200,16,一般,0,6.4,咖啡,0
M1673,女,70,23,11,141,20,銀卡,1,1.3,咖啡,1
M1674,男,52,12,9,97,0,銀卡,0,4.0,咖啡,0
M1675,女,68,32,4,201,30,一般,0,8.4,咖啡,0
M1676,女,68,2,3,140,18,一般,1,2.8,咖啡,0
M1677,男,39,35,5,191,52,銀卡,1,1.6,茶飲,0
M1678,女,46,12,2,201,29,一般,0,3.8,咖啡,1
M1679,女,57,18,10,167,4,銀卡,1,0.3,咖啡,1
M1680,男,63,35,4,201,10,一般,0,2.7,烘焙,0
M1681,女,65,9,19,190,4,銀卡,1,1.3,咖啡,1
M1682,女,67,30,10,175,4,銀卡,0,6.7,茶飲,0
M1683,男,53,9,4,103,33,一般,0,2.1,咖啡,0
