default,student,balance,income
No,No,93.871968,57703.069722
No,No,353.737899,36744.127003
No,No,568.855289,46723.389485
No,Yes,782.841325,32248.419821
No,No,750.464739,38725.460369
No,No,451.104205,65924.082975
No,Yes,813.141029,31316.707396
No,No,1326.335678,46415.206286
No,No,607.763849,40477.910563
No,No,1025.542257,21770.405346
No,No,836.87882,35650.127514
No,No,1328.819311,38324.919975
No,Yes,1659.119824,9125.652723
No,No,201.351667,42229.962686
No,No,564.808551,50982.555445
No,No,947.169811,45119.731803
No,No,1239.334227,38355.416101
No,Yes,1047.364891,26007.776612
No,No,467.883315,52445.72722
No,Yes,1050.004089,18045.361821
No,No,531.689646,53413.585387
No,No,334.114917,38300.685898
No,No,1257.019263,20228.317966
No,No,474.611301,40062.964819
No,Yes,970.02251,24564.4177
No,No,876.391241,54425.827573
No,No,866.857871,50440.44114
No,Yes,1118.883624,17787.857334
No,Yes,1608.209819,18429.821218
No,Yes,272.091555,32800.971093
No,Yes,745.074855,29915.687674
No,Yes,596.728734,22425.149422
No,No,287.933312,42279.75705
No,Yes,1180.03647,5000.0
No,No,1061.879588,16851.702372
No,No,1114.231736,40719.425378
No,No,235.912842,20929.937021
No,No,697.083595,47934.852196
No,No,1508.980235,34456.863062
No,No,673.035641,24658.266745
No,No,150.688056,47514.855041
No,No,836.334426,41462.351236
Yes,Yes,1626.648906,16973.509491
No,No,807.863664,51943.373846
No,Yes,1688.174981,39419.232851
No,No,924.442291,38262.040532
No,No,1087.997547,25312.159616
No,No,898.135376,29008.957228
No,No,55.781421,34664.650106
No,No,956.461612,52850.915106
No,No,1076.978853,41874.683636
No,No,0.0,55773.019218
No,No,0.0,47649.776366
No,No,708.89104,44193.642419
No,No,1081.242306,44768.940846
No,No,992.895069,45819.064478
No,Yes,1002.428576,22492.6903
No,Yes,1063.191153,13985.297491
No,No,268.804664,31936.66271
No,Yes,1408.667049,28665.423069
No,Yes,1420.318671,5859.577695
No,Yes,623.627564,5000.0
No,No,926.074543,47420.533167
No,Yes,794.513858,5000.0
No,No,816.180644,38118.027474
No,No,194.594592,53616.355586
No,Yes,1056.76498,5000.0
No,No,649.152339,29473.927533
No,No,248.938216,35097.998567
No,No,964.556127,55577.323091
No,Yes,1477.648824,22340.571979
No,No,1120.584554,55790.381251
No,No,358.023447,39924.845711
No,Yes,1172.838173,33419.78953
No,No,926.310512,38290.870192
No,No,929.286844,42339.188522
No,No,789.808148,41797.020224
Yes,No,1581.429085,58871.845473
No,No,928.193968,42588.324242
No,No,51.844291,34603.786068
No,Yes,1361.056736,20896.810512
No,No,573.086386,44463.813936
No,No,275.885976,40159.200146
No,No,46.030167,57612.04668
No,No,159.120684,48552.181984
No,Yes,999.161116,18560.029726
No,No,626.956858,39439.324281
No,No,553.972757,51172.938132
No,No,359.605406,43747.945063
No,No,949.462053,39630.608074
No,No,1134.730944,36543.649205
No,No,1282.213883,47007.939389
No,Yes,948.692704,24437.12541
No,No,1151.077566,35929.282362
No,Yes,737.486444,28636.798131
No,No,738.28943,40237.057756
No,No,0.0,43597.595736
No,Yes,1475.146929,17356.126207
No,No,248.598725,39266.577244
No,No,344.684031,42103.381042
No,No,1159.143946,42880.872643
No,Yes,1102.915725,23461.400154
No,No,1118.65663,45334.470652
No,No,1020.096578,38450.033254
No,No,534.715504,40323.532295
No,No,544.307674,20863.78388
Yes,Yes,1366.328024,18647.905691
No,Yes,1000.138049,29421.276191
No,No,749.344749,50572.089209
Yes,Yes,1523.089025,16799.414859
No,Yes,1042.174499,24525.491556
No,Yes,923.186985,27596.506143
No,No,1301.129272,50674.792627
No,No,411.164959,37444.656309
No,No,778.43812,41723.67173
No,No,413.444263,31169.188007
No,No,0.0,40289.718199
No,Yes,525.072059,25779.563831
No,No,264.721693,57655.502867
No,Yes,910.473024,26249.632962
No,No,112.832747,38485.355394
No,No,814.350683,48195.530207
No,No,889.054386,43167.151388
No,No,444.655894,34457.111873
No,No,838.4203,43494.274308
No,Yes,1043.466881,17589.351593
No,No,1340.03483,49946.254358
No,No,588.282908,63170.351495
No,No,607.408206,34145.04754
No,No,933.072739,28927.143625
No,No,742.710086,61521.311986
No,No,795.357743,61148.070888
No,Yes,900.52463,6519.057053
No,No,480.294105,43431.37061
No,No,28.642691,23308.86658
No,Yes,1402.878112,12307.059417
No,Yes,745.564603,30820.996223
No,No,775.144006,34511.937143
No,No,1653.141214,55104.594821
No,Yes,1156.891109,21196.696421
No,Yes,1043.872392,27153.326682
No,Yes,527.857256,26463.089721
No,No,847.928243,24812.045966
No,No,402.87012,46269.274865
No,No,572.343997,38929.130928
No,No,952.657182,42327.087388
No,No,866.884665,32477.536595
No,No,440.454756,34646.46498
No,No,953.218174,29728.930366
No,Yes,831.330291,18552.785722
No,No,453.660807,27903.407039
No,Yes,792.678473,19291.023318
No,No,636.186215,24584.019145
No,No,1315.176516,42052.737369
No,No,248.042106,39401.941463
No,No,401.586905,50989.396828
No,No,0.0,57010.861694
No,No,737.852058,35690.214547
No,No,290.163749,23078.493503
No,No,1155.443085,52177.281766
No,No,793.691692,49358.051874
No,No,815.626643,33007.928218
No,No,476.267132,29848.847146
No,Yes,1021.616389,20593.404971
No,No,413.921141,37121.598334
No,Yes,896.209463,11576.168707
No,No,471.337875,44207.63729
No,No,701.079635,25453.347253
No,No,1637.933091,53004.283817
No,No,492.420874,43532.669117
No,No,1037.971036,41016.228991
No,No,222.641198,43669.674598
No,Yes,1716.620458,20692.485965
No,No,287.285823,30408.249598
No,No,607.655913,50803.038408
No,Yes,1225.683769,20127.034622
No,Yes,550.185768,37828.601355
No,No,1615.475925,17538.360796
No,Yes,556.114343,24462.911766
No,No,980.19401,54052.904866
No,No,811.797258,53470.407843
No,No,604.666386,36572.484837
No,No,1201.163199,21025.047969
No,Yes,1187.789767,24486.1996
No,No,501.942266,39297.186605
No,No,1203.34736,24346.518871
No,No,904.181598,32419.564433
No,Yes,805.513626,13639.710484
Yes,Yes,1778.155523,7457.707733
No,No,319.74814,63820.756453
No,Yes,955.23399,13452.554399
No,No,566.416425,42035.417475
No,No,0.0,30815.940809
No,Yes,1139.423842,36556.705205
No,No,985.98063,38143.260686
No,Yes,1455.666799,5000.0
No,No,616.277401,45420.507792
No,No,708.683139,38013.885712
No,Yes,693.719832,10262.582372
No,No,472.894709,51973.389365
No,No,376.594228,34269.816437
No,Yes,0.0,9149.786018
No,No,1169.755834,47381.32126
No,No,492.750477,42254.305256
No,No,0.0,42274.915843
No,No,1083.178834,51783.447366
No,No,1009.456441,40544.056043
No,Yes,870.487568,26608.693548
No,No,1231.517442,48461.161765
No,Yes,1370.161191,9487.899675
No,No,741.803481,55951.694106
No,No,248.198777,44961.088432
Yes,Yes,1310.280539,28154.790271
No,No,549.224578,40083.393543
No,Yes,1145.804397,31018.418617
No,No,1086.4005,56733.748808
No,No,1387.76722,42036.612482
No,No,145.942595,32428.414239
No,Yes,319.560841,19875.820647
No,No,980.989418,15607.609317
No,No,1017.176281,55781.078914
No,Yes,1135.806402,38476.599615
No,Yes,1313.231435,26381.704731
No,No,0.0,50476.803117
No,No,885.342996,30578.760696
No,No,1329.286929,29015.299911
No,No,1350.346239,50596.191269
No,No,678.894102,60554.366984
No,No,867.618683,53789.163903
No,No,756.733383,36406.906602
No,Yes,1017.551331,32074.764655
No,No,735.305567,36666.57892
No,No,1655.860882,45267.777993
No,No,1091.90617,41698.131482
No,Yes,584.364221,10999.514503
No,No,627.5612,33048.957749
No,No,678.95059,29632.333048
No,No,550.639885,42591.160425
No,No,890.302479,46546.564763
No,No,371.038295,48072.976116
No,No,63.676882,47265.637159
No,Yes,21.159532,10664.049027
No,No,424.38918,56809.314276
No,No,579.476845,54033.366742
No,No,823.313448,41663.642277
No,No,311.184784,51055.911579
No,Yes,487.929038,11739.916734
No,No,619.70656,53277.411476
No,No,615.16168,61222.084282
No,Yes,296.142211,25565.053836
No,Yes,1245.112968,16987.963155
No,No,1042.885396,54658.174462
Yes,No,1932.67056,33340.531332
No,No,978.200416,44211.869995
No,No,1025.533552,50217.693774
No,No,1250.795051,35586.919802
No,No,682.083294,32604.686274
No,Yes,553.452024,6014.99524
No,No,1057.594402,24378.385098
No,No,594.848839,44615.65507
No,Yes,1331.730532,38615.763898
No,No,1383.92402,28673.100837
No,Yes,1757.779948,19949.672495
No,No,100.152915,45975.741702
No,No,942.010979,34147.554747
No,Yes,605.809367,32496.864018
No,No,574.390179,50510.376207
No,No,756.740444,58025.824142
No,No,1063.541909,37120.178533
No,No,1454.294071,36016.981655
No,No,1432.677826,32260.376433
No,No,715.764242,36227.244464
No,No,340.195879,48133.092297
No,Yes,265.999727,28522.742056
No,Yes,884.759225,22723.780431
Yes,No,1728.662062,55853.757669
No,No,1156.070084,37059.84858
No,No,0.0,43775.8245
No,No,626.531063,24255.160026
No,No,364.434881,44305.391613
No,No,594.358033,42818.179261
No,No,0.0,39883.275956
No,No,431.93472,45605.910186
No,No,885.193623,51508.229202
No,No,799.80106,44098.044515
No,Yes,888.297852,31750.864482
No,Yes,983.163596,24009.194895
No,No,595.267134,29026.176816
No,No,974.075099,34079.972887
No,Yes,0.0,25335.683608
No,No,402.519127,56096.557023
No,Yes,1142.363843,30676.382806
No,Yes,1597.408784,24702.49508
No,Yes,601.608234,6335.256841
No,Yes,627.333869,22529.481777
No,No,742.50959,41650.069082
No,No,576.221624,50776.354438
No,No,963.072929,49502.983526
No,No,1372.03003,45158.313122
No,No,1274.221118,17728.958779
No,No,1311.577119,46789.550103
No,No,654.746528,32714.430427
No,No,697.301849,65244.12146
No,No,1241.043143,35550.527336
No,No,475.384687,42918.928262
No,No,880.303003,45421.396412
No,No,1122.444009,46153.942263
No,No,1149.91381,39103.969174
No,No,891.704716,28141.971127
Yes,Yes,1616.443806,24243.912967
No,No,814.754343,42977.906805
No,No,996.470737,44586.736592
No,No,802.941881,47437.201073
No,Yes,1520.607017,14614.465823
No,Yes,1031.481532,13572.684414
No,Yes,658.019124,21300.270748
No,No,782.569789,42827.483367
No,Yes,401.375052,28827.892172
No,Yes,568.328449,17018.373334
No,Yes,650.245188,27350.024168
No,Yes,635.939965,24011.696488
No,No,807.127147,42694.544071
No,No,570.353804,44329.107468
No,No,343.916894,36943.646839
No,No,709.030838,37617.415646
No,No,0.0,31624.207611
No,No,267.017031,42357.157957
No,No,579.914814,53405.078906
No,No,1605.183808,46382.343975
No,Yes,1450.818448,6987.355689
No,No,1040.848395,33287.574004
No,Yes,476.503375,17413.087581
No,Yes,870.363465,17105.104353
No,Yes,1278.343849,18698.142382
No,No,833.380047,38759.146978
No,No,19.974677,41430.633356
No,No,700.873049,31696.305015
No,Yes,686.959734,5000.0
No,No,655.630957,55091.20836
No,Yes,1183.918957,24112.321546
No,Yes,175.754445,21343.297534
No,No,295.899304,38432.331753
No,Yes,1328.23332,42250.129922
No,No,783.481366,53357.302435
No,No,784.01678,26195.905923
No,No,192.554208,48236.508347
No,No,944.004216,39221.955939
No,No,1024.310746,53261.753585
No,No,1101.19441,43494.952711
No,Yes,366.53656,29151.585698
No,No,1452.615376,25129.24927
No,Yes,0.0,30619.207683
No,No,1852.725651,36620.37007
No,Yes,1164.23394,15958.953479
No,No,1179.948335,40153.091919
No,No,0.0,44206.981399
No,No,438.241991,51956.123933
No,No,942.591398,38030.885122
No,No,632.997026,38067.493114
No,No,1288.565557,38001.093045
No,No,777.653732,51846.197258
No,No,1205.200392,36232.246339
No,No,803.305335,45031.368611
No,No,611.179252,41180.290133
No,Yes,639.992835,13069.39073
No,Yes,1593.361564,28927.256026
No,No,0.0,45037.600043
No,Yes,1273.193061,27794.089996
No,Yes,1200.868482,18886.331623
No,No,1483.851339,51609.060479
No,No,0.0,53770.962033
No,No,528.211263,46980.237149
No,No,479.33203,49523.685401
No,Yes,698.46919,41797.234233
No,No,1186.705595,36251.721342
No,No,0.0,41559.361775
No,No,0.0,29502.811984
No,No,1047.801518,52854.161807
No,No,296.889069,39861.302346
No,No,309.735474,41492.583485
No,Yes,1429.680822,23692.187336
No,No,605.921484,54285.828468
No,Yes,1064.018001,5433.193383
No,Yes,1343.816036,21001.351073
No,No,559.108058,40157.957819
No,Yes,951.607505,14442.941584
No,No,127.494227,48511.311449
No,No,918.510351,42831.724109
No,Yes,553.611653,33435.064004
No,No,1406.083642,50246.89273
No,Yes,980.20746,29053.934547
No,No,526.826372,48325.937722
No,No,1025.597019,52883.409973
No,No,1028.645035,30052.904767
No,No,1656.938815,53733.702394
No,No,1232.807002,43248.179785
No,No,1010.168879,54608.611966
No,No,760.33319,36859.392996
Yes,Yes,1959.249027,26098.81892
No,No,1347.353528,44920.444074
No,No,0.0,44508.285013
No,No,1594.869552,44389.063761
No,Yes,828.321118,25778.518257
No,No,264.66496,59527.46411
No,Yes,1688.744817,27237.857419
No,No,1530.328026,45615.710098
No,Yes,1352.234065,24642.972561
No,Yes,858.279922,16749.584325
No,No,484.564066,50841.496454
No,No,1368.744595,12220.762033
No,No,671.315998,24283.864457
No,Yes,648.059036,9195.138793
No,No,535.314376,31835.575093
No,Yes,1073.00824,16297.081394
No,No,706.196765,36568.981038
No,No,1156.003232,54035.39607
No,Yes,307.655766,13164.904072
No,Yes,1593.065449,27057.121822
No,No,883.87481,50210.460183
No,No,886.581844,33941.628353
No,Yes,1427.987827,15555.809437
No,No,1197.787312,40138.295799
No,No,753.770497,59086.950387
No,Yes,1639.210505,5000.0
No,No,775.780689,46085.483169
No,No,798.027734,42004.251169
No,No,1945.753038,24932.544534
No,No,941.579422,45414.928182
No,Yes,608.562876,12317.593753
No,No,1219.779501,32618.276557
No,No,654.958155,45234.682592
No,Yes,1008.363756,11110.396147
No,Yes,396.918252,16348.096814
No,Yes,1122.504117,17551.733659
No,No,1175.923228,55267.088012
No,No,946.163274,52988.761139
No,Yes,270.081741,11534.812802
No,Yes,661.417386,6965.971601
No,No,503.61385,43281.793966
No,Yes,1077.672351,18441.904742
No,Yes,626.967102,12372.538735
No,No,1190.439743,34286.376506
No,No,62.557704,36645.319559
No,No,1091.524885,25361.977228
No,Yes,1297.690807,35715.067746
No,No,446.625117,55027.470198
No,No,622.775696,29670.787905
No,No,243.411528,28491.281218
No,No,742.315363,31919.305919
Yes,Yes,1504.113768,20269.353962
No,No,1123.015554,44829.321544
No,Yes,1015.109607,34683.315421
No,Yes,1338.855802,6804.970666
No,Yes,912.916584,26451.890407
No,No,791.037908,33321.535791
No,Yes,996.593027,12038.435494
No,No,655.573223,52333.034791
No,Yes,1218.539194,17734.907932
No,No,1307.589852,49261.524361
No,No,427.607123,68541.921247
No,No,964.546777,50809.880236
No,No,418.469513,39821.639515
No,No,492.22831,50744.840161
No,No,33.693762,35038.255337
No,No,190.017478,19821.606269
No,Yes,590.098212,36174.227705
No,Yes,105.859282,9483.32105
No,No,725.169285,42161.732627
No,No,923.747644,42453.044112
No,No,1122.178367,47353.473392
No,No,1178.726367,38048.585648
No,Yes,618.620281,14188.986326
No,No,0.0,42874.324068
No,No,590.589744,46047.422076
No,Yes,1031.789535,23910.084262
No,Yes,957.189583,5000.0
No,No,1480.537813,39820.980487
No,Yes,929.453964,29949.672561
No,No,0.0,47309.21298
No,Yes,920.700682,26628.738646
No,No,0.0,38897.69048
No,No,604.710066,25802.398953
No,No,240.151251,51029.561913
No,No,1304.652606,37726.16783
No,Yes,575.967405,19929.858251
No,No,542.470685,43559.845324
No,No,510.57584,34138.773033
No,No,335.600592,48453.362502
No,No,1007.556691,32516.492674
No,No,1620.906001,21309.014362
No,No,1110.695761,52733.632603
No,No,1396.559084,40444.272488
No,No,1012.244902,42540.781706
No,Yes,1615.721555,9888.032718
No,No,321.174252,59404.32198
No,Yes,1169.269144,22996.658407
No,No,1124.532662,42490.944943
No,Yes,1120.474329,29036.595751
No,No,658.442688,11837.213306
No,No,320.755192,36673.56771
No,No,798.648564,62739.242837
No,Yes,460.542456,26726.642394
No,No,1075.476066,63669.262388
No,Yes,861.778255,5365.194753
No,No,668.923362,40155.523613
No,No,902.644633,31863.155611
No,Yes,714.278786,14795.409996
No,No,643.056712,42565.001781
Yes,No,1576.726327,32184.855192
No,No,588.769595,38982.563322
No,Yes,1023.821663,40384.974237
No,Yes,1354.91246,14433.648521
No,No,1279.849942,49896.368248
No,Yes,866.104139,38560.584157
No,No,1268.364686,26287.52254
No,No,975.883426,39170.934027
No,No,880.012595,41606.959207
No,No,276.301053,12727.603843
No,Yes,645.415694,7258.554407
No,No,1202.25116,32058.727101
Yes,Yes,1536.639213,5000.0
No,Yes,609.618672,29009.79038
No,No,0.0,38454.610095
No,No,1171.487657,42395.151123
No,No,1112.12187,57402.356715
No,No,403.637591,49085.597423
No,No,1327.892225,38140.141183
No,No,0.0,48652.819945
No,No,824.02927,60633.489524
No,No,431.656626,44348.122402
No,Yes,624.549855,16573.76551
No,No,589.479922,56877.920545
No,No,848.089203,39291.6545
Yes,No,1885.044909,56478.672988
No,No,990.060994,35924.705004
No,No,124.924832,58593.131887
No,No,188.329568,63779.602012
No,No,820.285905,28669.990064
No,No,1617.79206,44425.534774
No,No,499.74366,40075.505654
No,Yes,804.083276,48220.610769
No,No,496.086051,52785.790456
No,No,473.286404,38750.449099
No,Yes,545.266962,17088.918654
No,No,1138.425183,53915.501274
No,No,773.606982,43939.267701
No,No,750.901112,42807.370711
No,Yes,1692.735137,5000.0
No,Yes,588.118716,42619.537572
No,Yes,1459.902037,11532.296969
No,Yes,845.116687,11555.353625
No,Yes,788.625395,18976.641036
No,No,620.273845,33710.79928
Yes,No,1563.678561,42039.279188
No,No,591.790812,35570.021655
No,No,1067.796766,37154.184088
No,Yes,647.482979,12657.796675
Yes,No,1407.724359,34884.414224
No,No,952.162331,42372.726621
No,No,227.483527,29621.982415
No,No,421.193959,46386.569253
No,No,991.087309,39082.276364
No,Yes,678.756014,19497.939567
No,No,1183.867877,42418.193497
No,Yes,1387.403547,21409.098182
No,Yes,813.625838,27391.474885
No,No,271.225212,31893.85369
No,Yes,435.57004,35653.169544
No,No,384.161515,45220.274479
No,No,527.590066,41228.656301
No,No,706.062927,48710.244959
No,No,847.402465,38135.079337
No,No,999.27984,25783.787073
No,No,0.0,47927.546364
Yes,Yes,2356.470632,5000.963183
No,No,1116.960537,23870.869533
No,No,629.587735,44783.764703
No,No,491.749521,60938.133501
No,No,322.262069,49640.448685
No,Yes,874.337315,41340.340912
No,No,171.94781,35314.29802
No,Yes,814.055807,23038.920012
No,No,819.638985,37597.630518
No,No,642.972763,45085.918377
No,Yes,108.260601,12326.577159
No,Yes,1574.726439,16189.501784
No,No,637.423913,64670.783957
No,Yes,978.76037,12829.310883
No,No,505.228794,45235.502884
No,No,596.450822,46288.202401
No,Yes,818.697199,6433.893688
No,No,474.950216,40002.087949
No,No,573.738559,41227.281204
No,No,694.071274,37808.146962
No,No,920.658187,53203.509381
No,No,151.83825,37549.681753
No,Yes,1001.67638,24173.57789
No,Yes,547.131234,21336.52237
No,Yes,524.058357,22649.709539
No,Yes,1068.114648,18037.83686
No,No,272.60873,68073.13154
No,No,1049.27101,38272.896899
No,No,294.618667,58848.325686
No,Yes,1281.403389,19629.448219
No,No,587.608122,54311.490169
No,Yes,1216.394093,28120.230782
No,No,424.140376,27647.16585
No,No,1228.593954,33432.425977
No,Yes,546.516407,13349.372767
No,Yes,1088.123053,37487.975806
No,Yes,1270.389098,13895.031029
No,No,316.633617,53431.760966
No,Yes,1417.429635,27869.807805
No,No,210.407896,23631.184534
Yes,Yes,1887.441539,34235.965221
No,Yes,1635.841462,26595.130051
No,No,548.979068,48455.39946
No,Yes,583.715939,14734.428872
No,No,1279.544708,54572.222016
No,No,245.050515,23932.45554
No,Yes,939.271061,36020.659782
No,No,764.754346,48687.172337
No,No,1368.471286,32703.955253
No,Yes,789.220791,27524.692028
Yes,Yes,1323.112281,9020.36785
No,Yes,1209.055494,24961.873986
No,No,254.431761,47601.914873
No,Yes,875.410481,15021.629081
No,Yes,1124.326199,29116.818378
No,Yes,1130.819448,33392.355966
No,No,1231.000367,41031.017061
No,No,445.180679,48074.113165
No,No,873.216106,54541.082244
No,Yes,1088.548956,33849.86425
No,No,0.0,53274.877502
No,No,798.84221,31055.523625
No,Yes,971.317931,5000.0
No,No,524.976095,48041.143019
No,No,1518.654854,71184.36359
No,No,1098.562564,28436.067029
No,No,1311.420903,56186.098005
No,No,0.0,33710.092184
No,Yes,772.136799,23660.239097
No,No,491.186337,57290.532633
No,No,758.76858,41522.826238
No,Yes,1068.443015,5000.0
No,Yes,1382.706554,42319.353837
No,No,426.409549,53257.358402
No,No,231.967844,37704.967054
No,Yes,1088.26782,20078.903124
No,Yes,1160.822421,11079.997532
No,Yes,1334.909802,20215.005457
No,No,789.784668,38912.484863
No,Yes,1174.042381,27876.026504
No,Yes,1776.716854,30806.231225
No,No,521.191463,49590.854622
No,Yes,1592.578564,10783.712217
No,Yes,982.917678,8874.379348
No,No,451.307371,54934.960653
No,Yes,882.057769,5000.0
No,No,638.848951,53133.810878
No,No,1533.933258,50438.885036
No,No,0.0,49429.93846
No,Yes,997.256367,15223.823471
No,No,987.10487,25337.364038
No,No,742.942974,49816.231768
No,No,1361.035372,19828.916897
No,Yes,837.985195,19249.454137
No,No,1279.491904,45077.373989
No,No,720.282144,48249.058426
No,No,970.441499,43053.706933
No,Yes,1154.569385,33084.517025
No,No,1802.633278,44645.478135
No,No,1033.020252,63042.150571
No,Yes,819.149732,5000.0
No,No,843.81892,27768.566803
No,No,471.976591,27594.343711
No,No,459.090071,32861.113817
No,No,838.09415,22637.219172
No,No,1346.157347,43187.451816
No,No,1808.31083,52452.228395
No,No,462.60377,42577.351759
No,Yes,275.634488,10703.937177
No,Yes,1281.214109,14864.481704
No,No,667.006926,45523.906587
No,Yes,1153.442329,32390.687338
No,Yes,818.512017,15403.021124
No,No,773.678745,64279.9097
No,Yes,881.782641,26235.322605
No,No,1345.44383,36410.770945
No,Yes,775.798155,20222.284667
No,No,317.151678,34651.556048
No,No,300.184576,33296.577987
No,Yes,1254.35893,28167.043619
No,No,0.0,34985.306292
No,No,725.85641,44546.178279
No,No,1225.852278,45221.32166
No,Yes,878.070605,18672.774022
No,No,1200.162326,33140.996307
No,No,828.958291,25368.457829
No,Yes,717.293815,21277.522006
No,No,680.576153,51708.996125
No,Yes,1239.37568,15183.004961
No,No,153.043022,33617.992154
No,No,697.822164,47495.6169
No,No,431.776681,60072.929393
No,No,1539.256753,43869.310257
No,No,244.280142,43875.752076
No,Yes,9.073001,35800.790021
No,No,1520.734054,43702.118043
No,No,617.07987,50194.26711
No,Yes,1265.878646,5000.0
No,Yes,760.589979,5000.0
No,Yes,1727.615192,28829.955934
No,No,1183.015605,24543.341272
No,Yes,1127.259287,8487.557711
No,No,1251.168953,53425.337433
No,Yes,1046.834489,35717.65412
No,No,1220.345979,51761.669249
No,Yes,1431.301775,46541.901455
No,No,1162.866707,42945.456602
No,No,1371.803715,50423.991477
No,Yes,1243.031513,22693.942275
No,No,898.845716,45548.777323
No,Yes,999.206656,32268.725963
No,No,1521.930657,29239.579527
No,No,553.760617,58431.782253
No,No,143.855053,40354.044366
No,Yes,1032.85911,12342.372475
No,No,1615.665116,30686.465331
No,No,575.920244,34152.983718
No,Yes,1281.115193,18764.746408
No,No,149.034534,61386.715442
No,No,1312.673736,46289.424829
Yes,No,1728.043728,40271.426319
No,No,462.036755,36683.73226
No,Yes,1461.401593,21462.555736
No,No,334.337131,62016.949592
No,No,517.879209,46208.952972
No,No,857.836196,58240.573525
No,No,181.012149,34350.164175
No,No,599.839633,54003.587044
No,Yes,1208.747489,20826.643719
No,No,418.216333,58235.66015
No,Yes,907.389315,13859.848163
No,No,656.7098,37284.305633
No,Yes,244.601068,5333.885913
No,No,401.14024,41407.637074
No,Yes,1376.175732,24486.575889
No,No,923.361102,53144.813084
No,Yes,1288.911422,19443.573819
No,No,568.30517,40059.966557
No,No,554.826708,30565.504585
No,No,1174.816723,42425.396607
No,No,741.9131,38697.884982
No,No,449.790549,67604.599438
No,No,0.0,41567.436009
No,Yes,1663.198683,15752.294855
No,Yes,114.652317,27215.1068
No,No,1176.465533,32208.342631
No,No,224.059361,42174.642581
No,No,789.237936,19715.912214
No,No,1149.332842,38160.760897
No,No,1146.587886,49814.452239
No,No,568.567155,35319.963564
No,No,1109.846404,51392.953546
No,Yes,1153.381121,24745.086139
No,No,819.795102,39938.261806
No,Yes,1410.638754,9196.508424
No,No,604.692977,30717.700789
No,Yes,852.160107,19889.69859
No,No,694.994374,56704.926438
Yes,No,1340.457849,37640.670516
No,No,1139.586016,38981.792314
No,No,617.698855,53171.209083
No,No,477.46248,43388.432029
No,Yes,1086.251926,26174.520659
No,No,580.674618,44796.290846
No,No,588.068131,32722.526274
No,Yes,910.79818,12171.371747
No,No,198.18028,31121.341983
No,No,632.73239,35700.755935
No,No,556.090469,54131.338421
No,No,1065.370243,33659.997493
No,Yes,967.243764,12337.652788
No,No,1070.243759,48052.554621
No,No,492.204346,47271.548775
No,No,610.797791,65504.580401
No,No,692.71868,43076.094479
No,No,133.528533,41244.659715
Yes,Yes,1450.576515,22125.865255
No,No,852.018448,61881.905263
No,No,590.168783,35198.01947
No,No,0.0,34131.297061
No,No,916.520487,25874.98924
No,Yes,297.211372,22981.1929
No,Yes,938.632928,23370.939582
No,No,706.451201,28907.322113
No,No,298.884154,51924.949394
No,Yes,0.0,39893.77458
No,Yes,64.08211,34803.134287
No,Yes,821.106315,40052.063809
No,No,637.097789,26458.978824
No,No,390.194924,35015.301127
No,Yes,1650.187511,18813.827954
No,No,1783.393607,29697.89222
No,No,900.647352,33692.282841
No,No,1090.726164,31595.549884
No,No,244.243054,41548.002388
No,Yes,1468.986884,41440.066295
No,No,1053.120133,48652.780101
No,No,989.553317,29519.827588
No,No,659.668706,32651.406264
No,No,799.329757,62333.169684
No,Yes,1345.134208,13633.461916
No,Yes,1152.177072,30313.565195
No,No,843.701859,58163.637147
No,No,0.0,46949.869552
No,Yes,857.268957,16093.446979
No,No,1058.345409,38184.173318
No,Yes,1214.872402,9345.431158
No,Yes,349.598442,29771.319344
No,No,1328.430958,42097.517796
No,No,303.759575,41702.328526
No,Yes,0.0,6347.029949
No,No,821.119547,49254.193753
No,No,537.278954,55358.304938
No,Yes,955.356662,21255.641899
No,No,0.0,52678.139108
No,No,114.99541,41210.752515
No,No,587.469944,69972.128016
No,Yes,0.0,24588.202219
No,No,646.146959,33535.864136
No,No,1160.826192,45916.638037
No,No,798.503546,49107.659361
No,Yes,438.930417,26000.383695
No,No,516.411669,54216.548078
No,No,1371.523007,51557.969331
No,Yes,218.772792,18023.863858
No,Yes,690.20667,15326.075818
No,Yes,972.307504,5000.0
No,No,513.466695,31427.950591
No,No,817.352435,40339.591993
No,No,1455.528959,49185.43179
No,Yes,865.054179,17197.85316
No,No,951.846115,52372.917874
No,No,454.489478,28225.393044
No,Yes,987.591577,22132.512728
No,No,1101.595222,43480.323176
No,Yes,701.645105,25255.004781
No,No,1604.807385,22883.571339
No,No,826.570316,35822.401041
No,Yes,298.766959,17658.308027
No,Yes,0.0,23430.151946
No,Yes,496.790326,25217.040226
No,No,1040.476938,41512.311454
No,Yes,345.431681,30597.00015
No,No,1495.994763,41144.806356
No,No,31.359359,57079.835708
No,No,806.370144,58536.037923
No,No,1183.377836,46387.356662
No,No,447.186483,29955.505
No,No,960.282581,45177.345511
No,No,582.073804,50280.209607
No,No,792.812091,44880.705954
No,No,1464.135578,32804.513581
No,Yes,866.311534,39410.052981
No,Yes,954.246422,27473.191874
No,No,0.0,33404.771032
No,No,0.0,36276.319063
No,Yes,741.354166,26145.058774
No,No,730.431886,44015.276971
No,Yes,575.192572,21725.266358
No,Yes,533.96724,13682.029364
No,Yes,147.554559,21421.944906
